NewCreditCustomer,VerificationType,LanguageCode,Age,Gender,Country,Amount,Interest,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,EmploymentPosition,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,Defaulted
1,3.0,4,39,0.0,2,4000.0,32.0,60,152.7,2,2.0,1.0,5,2.0,1,,1,1.0,8.0,1582.0,0.0,0.0,0,0,0,0.0,1582.0,3,1200.0,0,19.13,229.3,0.0,0.0,0.0,0.0,1
1,4.0,1,44,1.0,0,2000.0,28.0,48,129.69129099251387,0,4.0,2.0,1,3.0,5,,2,17.0,7.0,360.0,0.0,19.0,0,0,0,0.0,379.0,6,224.0,3,18.47,258.0,0.0,0.0,0.0,0.0,0
1,1.0,3,31,0.0,0,530.0,24.12,36,22.6,0,5.0,3.0,0,5.0,5,,2,1.0,3.0,1000.0,0.0,0.0,0,0,0,200.0,1200.0,1,360.0,0,1.88,817.4,0.0,0.0,0.0,0.0,1
1,1.0,4,45,1.0,2,500.0,35.0,60,19.62,7,3.0,2.0,0,6.0,1,,1,1.0,3.0,0.0,1010.0,0.0,0,0,0,0.0,1010.0,2,537.0,0,5.61,453.38,0.0,0.0,0.0,0.0,0
1,1.0,1,31,0.0,0,1595.0,34.53,60,44.35,3,4.0,3.0,0,3.0,2,,0,6.0,2.0,532.0,0.0,0.0,0,0,0,0.0,532.0,2,350.0,0,27.13,137.65,0.0,0.0,0.0,0.0,0
1,3.0,4,45,0.0,2,6000.0,22.01,60,185.75,7,2.0,2.0,3,5.0,0,,1,6.0,4.0,2800.0,0.0,0.0,0,0,0,0.0,2800.0,4,1492.0,0,29.92,1122.25,0.0,0.0,0.0,0.0,1
1,4.0,1,34,1.0,0,6375.0,23.19,60,194.22,0,5.0,2.0,3,3.0,0,,0,7.0,2.0,0.0,0.0,109.0,0,530,0,0.0,639.0,4,441.0,3,30.39,194.78,0.0,0.0,0.0,0.0,1
1,3.0,4,39,1.0,2,2500.0,31.0,36,129.69129099251387,7,3.0,2.0,4,3.0,0,,1,1.0,1.0,1800.0,0.0,0.0,0,0,0,0.0,1800.0,3,630.0,0,11.0,1062.0,0.0,0.0,0.0,0.0,0
1,1.0,6,46,1.0,1,130.0,78.76,48,109.94,7,3.0,2.0,0,4.0,2,,1,1.0,7.0,800.0,0.0,0.0,0,0,0,0.0,800.0,1,350.0,0,13.74,340.06,0.0,0.0,0.0,0.0,1
0,4.0,1,24,0.0,0,2000.0,16.0,18,129.69129099251387,0,4.0,2.0,3,3.0,2,,3,1.0,4.0,750.0,0.0,0.0,0,0,0,0.0,750.0,4,239.0,1,17.6,453.0,511.28,565.26,0.0,0.0,0
1,4.0,1,64,1.0,0,530.0,17.69,60,15.14,2,4.0,5.0,0,6.0,6,,5,1.0,1.0,0.0,375.0,0.0,0,0,0,0.0,375.0,2,273.0,0,10.17,86.86,0.0,0.0,0.0,0.0,0
1,1.0,6,58,2.0,1,5315.0,78.98,24,464.23,7,4.0,4.0,0,3.0,0,,3,14.0,2.0,1047.0,0.0,0.0,0,0,0,0.0,1047.0,7,867.0,3,63.06,36.77,0.0,0.0,0.0,0.0,0
1,4.0,1,21,0.0,0,3190.0,46.38,60,144.33,6,4.0,3.0,0,3.0,3,,4,15.0,3.0,950.0,0.0,0.0,0,0,0,0.0,950.0,3,471.0,0,34.77,334.67,0.0,0.0,0.0,0.0,0
0,4.0,3,47,0.0,0,1500.0,16.38,24,78.72,2,5.0,1.0,0,3.0,4,,1,1.0,7.0,1200.0,0.0,0.0,0,0,0,0.0,1200.0,2,472.59,0,15.94,648.69,4300.0,4783.99,3300.0,2.0,0
1,3.0,4,26,0.0,2,2925.0,31.0,48,126.42,0,3.0,2.0,0,3.0,0,,3,17.0,4.0,1633.0,0.0,0.0,0,0,0,0.0,1633.0,4,1500.0,1,38.36,506.58,0.0,0.0,0.0,0.0,0
1,4.0,1,53,0.0,0,1165.0,24.31,48,40.71,2,4.0,2.0,1,3.0,6,,1,16.0,6.0,466.0,0.0,0.0,0,0,0,0.0,466.0,5,523.0,1,46.29,0.29,0.0,0.0,0.0,0.0,0
0,1.0,6,49,1.0,1,2000.0,73.73,60,133.09,7,3.0,4.0,1,3.0,0,,3,17.0,8.0,1127.0,0.0,0.0,0,0,400,0.0,1527.0,4,1163.0,2,11.81,67.91,1500.0,1814.66,2000.0,1.0,0
1,4.0,1,41,0.0,0,1600.0,28.0,24,0.0,7,4.0,2.0,1,3.0,5,,2,7.0,8.0,828.0,0.0,0.0,0,0,0,0.0,828.0,8,428.0,0,20.17,312.0,0.0,0.0,0.0,0.0,1
1,4.0,6,46,0.0,1,3800.0,26.0,60,0.0,7,5.0,3.0,0,3.0,0,,1,10.0,4.0,1831.0,0.0,0.0,0,0,0,0.0,1831.0,1,550.0,0,6.83,1156.0,0.0,0.0,0.0,0.0,1
0,1.0,3,42,0.0,0,2125.0,34.18,36,88.98,7,4.0,1.0,1,3.0,3,,1,6.0,4.0,2500.0,0.0,0.0,0,0,0,0.0,2500.0,3,895.23,0,9.37,1515.79,3100.0,1147.78,0.0,0.0,1
1,4.0,1,28,0.0,0,3190.0,31.57,12,337.04,3,2.0,3.0,1,5.0,6,,3,1.0,1.0,1200.0,0.0,0.0,0,0,0,0.0,1200.0,2,716.0,0,28.09,146.96,0.0,0.0,0.0,0.0,1
1,4.0,3,53,1.0,0,5800.0,28.0,60,0.0,0,4.0,4.0,0,3.0,0,,5,1.0,1.0,533.0,140.0,0.0,0,0,0,0.0,673.0,10,388.0,6,36.26,270.0,0.0,0.0,0.0,0.0,1
1,4.0,3,23,1.0,0,2000.0,32.03,60,73.89,2,2.0,3.0,0,3.0,3,,2,1.0,2.0,350.0,0.0,0.0,0,0,0,0.0,350.0,1,250.0,0,21.11,26.11,0.0,0.0,0.0,0.0,0
1,1.0,4,23,1.0,2,2000.0,39.0,36,0.0,6,3.0,3.0,0,3.0,3,,2,1.0,4.0,2310.0,0.0,0.0,0,0,0,0.0,2310.0,1,700.0,0,4.11,1509.0,0.0,0.0,0.0,0.0,1
1,1.0,4,61,0.0,2,1500.0,30.56,60,54.04,6,2.0,4.0,0,6.0,0,,5,6.0,4.0,0.0,1800.0,0.0,0,0,0,0.0,1800.0,1,540.0,0,3.0,1205.96,0.0,0.0,0.0,0.0,1
1,4.0,6,55,1.0,1,1910.0,57.77,24,140.06,8,3.0,4.0,0,6.0,0,,5,1.0,3.0,0.0,1260.0,0.0,0,0,0,0.0,1260.0,4,1632.0,2,68.97,10.94,0.0,0.0,0.0,0.0,1
1,3.0,4,45,1.0,2,3000.0,17.38,60,85.17,0,4.0,1.0,3,3.0,0,,1,7.0,1.0,1300.0,0.0,95.0,0,0,0,0.0,1395.0,3,950.0,0,6.11,359.83,0.0,0.0,0.0,0.0,1
1,1.0,6,53,0.0,1,1500.0,73.73,60,99.81,7,5.0,1.0,1,4.0,5,,5,7.0,4.0,1760.0,0.0,0.0,0,0,0,0.0,1760.0,1,528.0,0,5.67,1132.19,0.0,0.0,0.0,0.0,1
1,1.0,6,35,1.0,1,500.0,34.0,60,0.0,8,1.0,3.0,0,2.0,2,,2,1.0,2.0,677.0,677.0,0.0,0,0,0,0.0,1354.0,2,706.0,0,23.41,630.57,0.0,0.0,0.0,0.0,1
1,3.0,4,67,0.0,2,2830.0,32.85,60,192.9,2,5.0,1.0,0,6.0,5,,5,14.0,4.0,500.0,1820.0,0.0,0,0,0,0.0,2320.0,5,1614.0,0,47.88,513.1,0.0,0.0,0.0,0.0,1
1,1.0,6,41,0.0,1,1000.0,73.73,36,72.9,7,3.0,3.0,0,6.0,0,,1,-1.0,6.0,0.0,1000.0,0.0,0,0,0,0.0,1000.0,1,350.0,0,7.29,577.1,0.0,0.0,0.0,0.0,1
1,3.0,4,26,0.0,2,10000.0,38.25,60,409.3,2,3.0,2.0,0,3.0,5,,3,6.0,4.0,1950.0,0.0,0.0,0,0,0,0.0,1950.0,5,1765.0,1,63.55,125.7,0.0,0.0,18280.0,2.0,0
1,3.0,6,43,2.0,1,2550.0,94.62,60,352.85,7,5.0,4.0,3,3.0,0,,5,1.0,3.0,1484.0,0.0,0.0,0,0,0,0.0,1484.0,11,1903.22,6,67.63,35.4,0.0,0.0,0.0,0.0,1
0,4.0,3,45,0.0,0,6910.0,28.8,36,311.85,2,3.0,1.0,1,3.0,6,,5,8.0,1.0,1042.0,0.0,0.0,0,0,0,0.0,1042.0,4,726.0,0,69.66,4.15,0.0,0.0,0.0,0.0,0
1,1.0,6,23,2.0,1,1785.0,84.06,36,255.09,7,3.0,3.0,0,3.0,2,,2,17.0,2.0,725.0,0.0,0.0,0,0,0,0.0,725.0,3,397.0,0,41.67,72.91,0.0,0.0,0.0,0.0,1
0,3.0,4,41,0.0,2,5700.0,18.25,60,164.52,2,3.0,1.0,1,3.0,0,,1,1.0,8.0,2400.0,0.0,0.0,0,0,0,0.0,2400.0,4,1428.37,0,19.7,807.11,4400.0,650.86,0.0,0.0,1
1,4.0,1,46,1.0,0,2000.0,30.0,36,129.69129099251387,2,4.0,2.0,0,3.0,2,,4,3.0,7.0,474.0,0.0,0.0,0,0,0,0.0,474.0,6,175.0,1,44.73,214.0,0.0,0.0,0.0,0.0,0
1,1.0,6,39,2.0,1,900.0,153.58,60,348.89,2,5.0,3.0,0,3.0,0,,0,17.0,1.0,1450.0,0.0,0.0,0,0,0,0.0,1450.0,1,435.0,0,24.06,666.11,0.0,0.0,0.0,0.0,1
1,4.0,1,35,1.0,0,5845.0,17.23,60,158.65,0,4.0,2.0,1,3.0,4,,1,6.0,1.0,533.0,0.0,50.0,0,0,150,0.0,733.0,9,550.0,0,62.57,24.35,0.0,0.0,0.0,0.0,0
1,4.0,6,50,0.0,1,2000.0,29.0,48,0.0,4,4.0,1.0,1,3.0,0,,1,3.0,1.0,1231.0,0.0,0.0,0,0,0,0.0,1231.0,2,829.0,0,5.77,327.0,0.0,0.0,0.0,0.0,1
1,4.0,4,24,0.0,2,4780.0,29.57,60,163.75,7,3.0,1.0,3,2.0,5,,3,1.0,8.0,1440.0,0.0,201.0,0,0,0,0.0,1641.0,4,756.0,0,13.39,721.25,0.0,0.0,0.0,0.0,0
1,3.0,6,45,0.0,1,4000.0,31.0,36,183.68,6,5.0,3.0,0,3.0,0,,5,3.0,2.0,2780.0,0.0,0.0,0,0,0,0.0,2780.0,1,834.0,0,6.61,1762.32,0.0,0.0,0.0,0.0,1
1,3.0,4,50,0.0,2,4000.0,21.76,60,123.27,0,4.0,1.0,0,3.0,0,,5,7.0,8.0,3843.0,0.0,0.0,0,0,0,0.0,3843.0,2,2002.0,0,3.21,1717.73,0.0,0.0,0.0,0.0,1
1,4.0,6,35,0.0,1,3000.0,20.0,18,129.69129099251387,6,5.0,1.0,1,3.0,2,,0,1.0,3.0,1572.0,0.0,0.0,0,0,0,0.0,1572.0,5,496.0,0,19.47,882.0,0.0,0.0,0.0,0.0,0
1,3.0,6,64,1.0,1,500.0,57.09,18,43.63,5,4.0,1.0,0,6.0,0,,5,1.0,4.0,0.0,852.0,0.0,0,0,0,0.0,852.0,1,350.0,0,5.12,458.37,0.0,0.0,0.0,0.0,0
1,1.0,6,25,1.0,1,530.0,131.37,36,61.21,7,4.0,1.0,1,4.0,2,,4,7.0,1.0,1300.0,235.0,200.0,25,0,0,500.0,2260.0,10,1139.7,0,23.14,1059.09,0.0,0.0,0.0,0.0,1
1,4.0,6,31,2.0,1,1060.0,83.23,60,78.39,2,2.0,3.0,0,3.0,4,,0,1.0,3.0,1192.0,0.0,0.0,0,0,0,0.0,1192.0,10,1105.18,0,69.34,8.43,0.0,0.0,0.0,0.0,1
1,4.0,1,52,0.0,0,1000.0,28.0,18,129.69129099251387,7,4.0,2.0,0,3.0,4,,2,8.0,1.0,1267.0,0.0,0.0,0,0,0,0.0,1267.0,2,34.0,0,5.45,1164.0,0.0,0.0,0.0,0.0,0
0,3.0,1,47,0.0,0,1275.0,16.0,60,33.76,2,3.0,3.0,0,3.0,6,,2,1.0,8.0,682.0,0.0,0.0,0,0,0,0.0,682.0,4,605.48,0,18.22,42.76,500.0,170.44,2500.0,1.0,1
1,4.0,1,39,1.0,0,950.0,28.0,48,0.0,0,4.0,3.0,0,3.0,0,,1,3.0,1.0,450.0,0.0,0.0,0,0,0,0.0,450.0,14,426.0,3,32.22,161.0,0.0,0.0,0.0,0.0,0
0,4.0,4,61,1.0,2,6910.0,24.95,60,217.58,0,4.0,2.0,0,3.0,2,,5,17.0,6.0,1741.0,0.0,0.0,0,0,0,0.0,1741.0,11,2255.4,2,64.16,102.02,8000.0,6812.11,0.0,0.0,1
1,4.0,1,26,1.0,0,5315.0,25.4,60,168.77,6,3.0,2.0,3,3.0,2,,4,1.0,3.0,345.0,0.0,100.0,0,0,120,0.0,565.0,1,250.0,0,29.87,146.23,0.0,0.0,0.0,0.0,1
1,3.0,4,39,1.0,2,2000.0,31.0,36,0.0,2,4.0,1.0,4,3.0,2,,1,1.0,1.0,1655.0,0.0,366.0,0,0,430,0.0,2451.0,6,1675.0,0,51.45,690.0,0.0,0.0,0.0,0.0,1
1,4.0,1,40,1.0,0,2500.0,18.0,48,0.0,0,3.0,3.0,1,3.0,0,,1,3.0,7.0,424.0,0.0,38.0,0,0,0,0.0,462.0,11,334.0,8,22.73,292.0,0.0,0.0,0.0,0.0,0
1,4.0,1,34,1.0,0,3000.0,22.0,24,129.69129099251387,2,5.0,2.0,3,3.0,2,,4,15.0,1.0,1284.0,0.0,38.0,0,0,0,0.0,1322.0,9,529.0,0,13.62,637.0,0.0,0.0,0.0,0.0,0
1,1.0,4,51,1.0,2,10000.0,18.4,60,289.45,7,5.0,1.0,1,3.0,0,,1,11.0,8.0,3000.0,0.0,0.0,0,0,0,0.0,3000.0,2,1465.0,0,9.65,1245.55,0.0,0.0,0.0,0.0,0
1,1.0,6,21,2.0,1,2230.0,253.08,60,1024.04,4,3.0,3.0,0,3.0,4,,2,10.0,2.0,1400.0,0.0,0.0,0,0,0,200.0,1600.0,1,480.0,0,64.0,95.96,0.0,0.0,0.0,0.0,1
0,1.0,1,51,1.0,0,1000.0,19.66,24,54.06,8,5.0,1.0,0,3.0,0,,5,16.0,7.0,900.0,0.0,0.0,0,0,0,0.0,900.0,4,366.41,0,16.72,479.53,1500.0,698.83,0.0,0.0,0
1,3.0,4,41,0.0,2,4400.0,31.0,36,202.04,0,3.0,2.0,0,3.0,5,,1,1.0,7.0,2200.0,0.0,0.0,0,0,0,0.0,2200.0,4,1520.0,2,18.27,1137.96,0.0,0.0,0.0,0.0,1
1,1.0,1,47,0.0,0,4250.0,26.56,60,137.87,1,4.0,3.0,0,6.0,1,,0,6.0,2.0,0.0,160.0,0.0,0,0,0,300.0,460.0,1,250.0,0,29.97,72.13,0.0,0.0,0.0,0.0,0
1,4.0,1,54,1.0,0,4000.0,26.0,60,129.69129099251387,7,4.0,1.0,0,5.0,0,,3,1.0,8.0,750.0,0.0,0.0,0,0,0,0.0,750.0,4,335.0,0,22.13,295.0,0.0,0.0,0.0,0.0,0
1,1.0,1,49,0.0,0,3000.0,30.06,48,118.12,7,5.0,3.0,0,3.0,2,,5,9.0,3.0,1600.0,0.0,0.0,0,0,0,0.0,1600.0,1,480.0,0,7.38,1001.88,0.0,0.0,3000.0,1.0,0
1,3.0,4,35,0.0,2,1560.0,36.73,60,343.46,2,3.0,1.0,4,3.0,3,,0,1.0,7.0,1608.0,0.0,360.0,0,0,0,0.0,1968.0,2,650.0,0,20.5,974.54,0.0,0.0,8600.0,1.0,1
1,4.0,1,36,0.0,2,3000.0,28.0,24,0.0,0,3.0,2.0,1,3.0,3,,2,8.0,6.0,2106.0,0.0,85.0,0,0,0,0.0,2191.0,9,790.0,1,29.62,1236.0,0.0,0.0,0.0,0.0,1
1,4.0,1,53,0.0,0,500.0,28.0,6,129.69129099251387,6,4.0,2.0,3,3.0,6,,2,7.0,1.0,948.0,0.0,0.0,0,0,0,0.0,948.0,3,189.0,0,9.49,669.0,0.0,0.0,0.0,0.0,0
1,3.0,1,28,1.0,0,530.0,33.7,60,20.14,7,2.0,2.0,0,3.0,4,,2,1.0,2.0,480.0,0.0,0.0,0,0,0,0.0,480.0,6,472.0,1,42.53,25.86,0.0,0.0,0.0,0.0,0
1,4.0,4,24,1.0,2,7440.0,38.91,60,307.75,4,4.0,1.0,3,3.0,3,,3,1.0,4.0,1900.0,0.0,199.0,0,0,150,0.0,2249.0,7,1428.27,0,47.22,512.98,0.0,0.0,0.0,0.0,1
0,3.0,1,37,0.0,0,1060.0,27.81,12,104.5,2,3.0,2.0,3,3.0,0,,1,6.0,5.0,780.0,0.0,0.0,0,0,0,0.0,780.0,2,283.0,0,17.63,392.5,0.0,0.0,600.0,1.0,0
1,3.0,4,24,1.0,2,2200.0,24.1,60,70.75,2,4.0,3.0,0,3.0,0,,3,7.0,4.0,2057.0,0.0,0.0,0,0,0,0.0,2057.0,5,957.0,0,19.97,1029.25,0.0,0.0,3405.0,1.0,1
1,1.0,4,54,0.0,2,2705.0,32.82,60,385.6,0,3.0,2.0,0,3.0,0,,5,1.0,4.0,1880.0,0.0,0.0,0,0,0,0.0,1880.0,2,1064.0,0,47.11,430.4,0.0,0.0,0.0,0.0,1
1,4.0,1,37,1.0,0,2200.0,28.0,24,129.69129099251387,2,4.0,1.0,1,3.0,0,,1,16.0,7.0,561.0,0.0,19.0,0,0,0,0.0,580.0,5,176.0,0,22.93,283.0,0.0,0.0,0.0,0.0,0
1,4.0,1,26,0.0,2,2500.0,30.0,24,129.69129099251387,6,4.0,3.0,0,3.0,2,,3,6.0,3.0,2200.0,140.0,0.0,0,0,0,0.0,2340.0,3,390.0,0,5.98,1810.0,0.0,0.0,0.0,0.0,0
1,3.0,6,33,1.0,1,1000.0,57.09,60,54.03,7,3.0,3.0,0,3.0,0,,0,14.0,1.0,1100.0,0.0,0.0,0,0,0,0.0,1100.0,1,350.0,0,4.91,695.97,0.0,0.0,0.0,0.0,0
1,1.0,6,48,1.0,1,1565.0,68.22,60,194.78,7,5.0,4.0,0,3.0,4,,3,16.0,3.0,3000.0,0.0,0.0,0,0,0,0.0,3000.0,6,2164.0,0,48.63,641.22,0.0,0.0,0.0,0.0,1
0,4.0,1,28,0.0,0,3000.0,30.0,60,129.69129099251387,7,2.0,3.0,0,3.0,0,,0,3.0,3.0,920.0,0.0,0.0,0,0,0,0.0,920.0,2,449.96,0,29.45,372.98,3000.0,553.95,0.0,0.0,0
1,3.0,1,54,1.0,0,3000.0,31.0,60,107.66,7,4.0,4.0,0,3.0,0,,5,1.0,1.0,1366.0,0.0,0.0,0,0,0,0.0,1366.0,5,1091.0,1,49.1,286.34,0.0,0.0,0.0,0.0,0
1,1.0,1,51,0.0,0,700.0,34.0,9,129.69129099251387,0,4.0,2.0,0,3.0,0,,5,3.0,7.0,950.0,0.0,0.0,0,0,0,0.0,950.0,1,285.0,0,9.37,577.0,0.0,0.0,0.0,0.0,0
0,1.0,1,28,1.0,0,955.0,24.5,48,34.57,7,5.0,1.0,1,3.0,0,,3,11.0,1.0,1200.0,0.0,50.0,0,0,0,0.0,1250.0,5,699.27,0,28.71,516.16,2195.0,844.07,0.0,0.0,1
0,1.0,1,52,1.0,0,3000.0,33.71,60,114.01,7,4.0,1.0,1,3.0,6,,5,16.0,1.0,1000.0,0.0,0.0,0,0,0,0.0,1000.0,3,371.98,0,18.6,514.01,815.0,106.82,3000.0,1.0,1
1,4.0,3,34,0.0,0,3000.0,25.01,60,98.07,2,1.0,2.0,1,4.0,2,,2,1.0,2.0,450.0,0.0,0.0,0,0,0,0.0,450.0,5,803.0,3,42.9,6.93,0.0,0.0,0.0,0.0,1
1,3.0,4,21,0.0,2,2125.0,37.24,60,83.09,7,3.0,3.0,0,3.0,2,,4,13.0,4.0,1400.0,0.0,0.0,0,0,0,0.0,1400.0,1,500.0,0,5.94,816.91,0.0,0.0,0.0,0.0,0
1,4.0,1,48,1.0,0,1200.0,33.0,18,129.69129099251387,0,3.0,3.0,0,3.0,0,,0,17.0,8.0,795.0,0.0,0.0,0,0,0,700.0,1495.0,9,508.0,1,15.99,902.0,0.0,0.0,0.0,0.0,0
1,4.0,6,32,1.0,1,2655.0,49.12,24,181.55,7,5.0,3.0,0,3.0,2,,3,5.0,2.0,920.0,0.0,0.0,0,0,0,0.0,920.0,7,1564.0,3,58.21,34.45,0.0,0.0,0.0,0.0,0
1,4.0,2,21,1.0,2,7500.0,22.0,60,0.0,8,4.0,3.0,0,3.0,3,,2,14.0,3.0,1500.0,0.0,0.0,0,0,0,0.0,1500.0,5,454.0,0,17.13,839.0,0.0,0.0,0.0,0.0,0
1,4.0,1,29,0.0,0,1300.0,28.0,12,129.69129099251387,2,4.0,2.0,0,3.0,5,,0,1.0,2.0,1019.0,0.0,0.0,0,0,0,0.0,1019.0,11,868.0,3,50.44,382.0,0.0,0.0,0.0,0.0,0
0,1.0,1,35,0.0,0,5700.0,25.64,60,351.44,1,3.0,1.0,3,4.0,4,,0,6.0,2.0,1600.0,0.0,0.0,0,0,0,0.0,1600.0,3,773.0,0,40.28,475.56,4500.0,5027.96,0.0,0.0,0
1,1.0,6,25,1.0,1,2125.0,72.2,36,150.22,7,3.0,3.0,1,4.0,2,,4,16.0,2.0,600.0,0.0,0.0,145,0,0,0.0,745.0,7,1007.0,5,52.38,4.78,0.0,0.0,0.0,0.0,1
0,4.0,1,22,1.0,0,3000.0,26.67,60,101.01,7,2.0,2.0,3,6.0,3,,4,1.0,1.0,0.0,225.0,90.0,49,283,0,0.0,647.0,4,582.81,1,27.95,11.18,2000.0,255.64,0.0,0.0,0
1,1.0,6,26,2.0,1,2135.0,85.74,60,387.28,7,5.0,3.0,0,3.0,6,,3,1.0,1.0,1430.0,0.0,0.0,0,0,0,0.0,1430.0,1,429.0,0,27.08,613.72,0.0,0.0,0.0,0.0,1
1,3.0,4,40,0.0,2,3720.0,22.01,60,110.83,2,3.0,2.0,3,3.0,0,,1,8.0,1.0,2500.0,0.0,0.0,0,0,150,0.0,2650.0,2,1195.0,0,4.18,1344.17,0.0,0.0,0.0,0.0,1
1,1.0,6,44,2.0,1,1590.0,70.14,12,191.5,7,5.0,3.0,0,6.0,0,,1,1.0,2.0,0.0,1763.0,0.0,0,0,0,0.0,1763.0,2,1171.0,0,10.86,400.5,0.0,0.0,0.0,0.0,0
1,4.0,4,56,1.0,2,4250.0,20.98,60,124.14,2,5.0,4.0,0,3.0,0,,5,15.0,8.0,0.0,2469.0,0.0,0,0,0,0.0,2469.0,6,2869.0,3,5.03,104.86,0.0,0.0,0.0,0.0,0
1,1.0,1,29,0.0,0,2125.0,35.65,60,80.9,6,2.0,3.0,0,3.0,3,,3,6.0,2.0,1800.0,0.0,0.0,0,0,0,0.0,1800.0,2,568.0,0,6.05,1151.1,0.0,0.0,0.0,0.0,0
1,4.0,6,52,2.0,1,1590.0,76.78,36,119.25,2,3.0,1.0,4,3.0,3,,0,6.0,1.0,1628.0,0.0,0.0,0,0,0,400.0,2028.0,6,1254.0,0,34.38,654.75,0.0,0.0,0.0,0.0,1
1,4.0,1,35,0.0,0,500.0,28.0,6,129.69129099251387,7,4.0,3.0,0,3.0,4,,2,10.0,7.0,819.0,0.0,0.0,0,0,0,0.0,819.0,1,414.0,0,10.99,315.0,0.0,0.0,0.0,0.0,0
1,3.0,4,52,0.0,2,3000.0,23.74,60,95.86,2,5.0,1.0,3,3.0,0,,1,17.0,1.0,6000.0,0.0,0.0,0,0,0,0.0,6083.0,5,3346.0,0,14.99,2641.14,0.0,0.0,0.0,0.0,0
1,3.0,1,44,1.0,0,3000.0,30.34,60,107.69,2,4.0,3.0,1,3.0,0,,5,17.0,1.0,466.0,0.0,0.0,0,0,0,0.0,466.0,4,386.0,1,26.54,2.31,0.0,0.0,0.0,0.0,1
1,1.0,1,24,0.0,0,1500.0,34.0,60,56.66,6,4.0,3.0,0,3.0,1,,2,10.0,2.0,1100.0,0.0,0.0,0,0,0,0.0,1100.0,5,567.0,0,26.7,476.34,0.0,0.0,0.0,0.0,1
1,1.0,4,54,0.0,2,2125.0,32.08,36,99.73,4,4.0,3.0,0,3.0,3,,1,17.0,1.0,1560.0,0.0,0.0,310,0,0,260.0,2130.0,15,1783.81,0,58.43,246.46,0.0,0.0,0.0,0.0,1
1,2.0,4,60,0.0,2,2000.0,34.0,18,0.0,2,3.0,2.0,0,3.0,0,,5,8.0,3.0,2200.0,0.0,0.0,0,0,0,0.0,2200.0,5,1048.0,0,21.05,1003.0,0.0,0.0,0.0,0.0,1
1,1.0,1,25,0.0,0,900.0,34.0,36,0.0,4,4.0,3.0,0,3.0,2,,3,19.0,3.0,600.0,0.0,0.0,0,0,0,0.0,600.0,1,250.0,0,6.67,311.0,0.0,0.0,0.0,0.0,0
1,4.0,1,28,1.0,0,3190.0,30.91,60,103.25,7,2.0,2.0,4,3.0,2,,3,3.0,4.0,580.0,80.0,0.0,0,266,0,0.0,926.0,4,542.0,0,39.77,280.75,0.0,0.0,0.0,0.0,0
1,1.0,6,55,0.0,1,1800.0,57.09,60,91.25,7,5.0,3.0,0,3.0,3,,1,14.0,6.0,1371.0,0.0,0.0,0,0,0,0.0,1371.0,1,411.0,0,6.66,868.75,0.0,0.0,0.0,0.0,1
1,4.0,1,26,1.0,0,1500.0,28.0,48,0.0,0,5.0,1.0,1,3.0,0,,3,10.0,7.0,1220.0,0.0,19.0,0,0,0,0.0,1239.0,8,481.0,1,14.37,762.0,0.0,0.0,0.0,0.0,0
0,1.0,1,62,1.0,0,6910.0,23.53,60,219.94,2,4.0,5.0,0,3.0,0,,5,1.0,1.0,800.0,190.0,0.0,42,0,0,0.0,1032.0,12,2798.79,6,69.26,8.27,6220.0,3670.93,0.0,0.0,1
0,1.0,1,39,1.0,0,2125.0,20.4,60,61.37,0,4.0,2.0,1,3.0,0,,5,11.0,1.0,1041.0,0.0,50.0,0,0,0,0.0,1091.0,5,708.79,0,28.7,320.84,4300.0,3335.02,0.0,0.0,1
1,3.0,1,33,1.0,0,5000.0,21.02,24,273.64,7,4.0,1.0,0,3.0,5,,0,3.0,1.0,2000.0,0.0,0.0,0,0,0,0.0,2000.0,3,947.0,1,23.63,927.36,0.0,0.0,0.0,0.0,0
1,4.0,6,36,0.0,1,1500.0,22.0,48,0.0,7,4.0,2.0,3,3.0,0,,0,10.0,3.0,1670.0,0.0,0.0,0,0,0,0.0,1670.0,8,977.0,0,41.8,646.0,0.0,0.0,0.0,0.0,0
1,3.0,4,45,1.0,2,3500.0,31.0,60,125.6,2,5.0,1.0,3,3.0,0,,1,6.0,1.0,2509.0,0.0,0.0,0,0,0,0.0,2509.0,5,1997.0,1,21.55,521.4,0.0,0.0,0.0,0.0,1
1,4.0,4,39,1.0,2,3720.0,35.06,48,157.51,5,3.0,1.0,0,3.0,0,,0,1.0,4.0,1572.0,0.0,0.0,0,0,0,0.0,1572.0,6,1885.91,2,68.1,1.54,0.0,0.0,0.0,0.0,1
1,4.0,1,55,1.0,0,500.0,49.87,36,27.02,7,4.0,1.0,0,4.0,6,,5,17.0,1.0,250.0,227.0,0.0,53,0,0,0.0,530.0,1,250.0,0,5.1,252.98,0.0,0.0,500.0,1.0,1
